order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,region,product_id,category,product_name,sales,quantity,discount,profit,month,year,profit_margin,shipping_days,sub_category,postal_code,order_priority
501,4/2/2015,3/25/2016,Same Day Shipping,501,Sybilla Top,Corporate,Egypt,Al QanÄyÄt,,North,501,Office Supplies,donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium,882.9,76,0.26,489.24,6,2016,0.44,4,Binders,,Medium
502,1/19/2015,10/1/2017,Standard Shipping,502,Cecilio De Antoni,Consumer,Russia,Tayginka,,North,502,Office Supplies,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,971.86,47,0.33,463.4,10,2016,0.46,8,Phones,456862,Medium
503,8/20/2020,12/4/2019,Express Shipping,503,Carena Hernik,Home Office,Peru,Palcamayo,,East,503,Office Supplies,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque,747.07,90,0.32,164.45,8,2016,0.36,9,Phones,,Low
504,11/18/2016,1/14/2015,Standard Shipping,504,Melly Brettoner,Corporate,United States,Buffalo,New York,West,504,Office Supplies,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,164.06,67,0.07,200.56,7,2018,0.34,5,Phones,14276,Medium
505,5/30/2015,12/2/2017,Same Day Shipping,505,Arlin Eakins,Home Office,Ukraine,Kamionka Strumitowa,,West,505,Office Supplies,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,535.78,84,0.32,123.74,11,2020,0.07,1,Binders,,Low
506,10/22/2020,4/30/2020,Same Day Shipping,506,Petunia McGeagh,Corporate,Vietnam,XuÃ¢n TrÆ°á»ng,,East,506,Office Supplies,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec,999.5,94,0.13,415.93,2,2020,0.41,9,Binders,,Medium
507,1/23/2017,8/28/2015,Standard Shipping,507,Aubert Giffin,Home Office,Indonesia,Balai,,East,507,Office Supplies,ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,871.27,23,0.12,85.25,8,2015,0.29,6,Binders,,Low
508,6/8/2020,2/9/2020,Express Shipping,508,Ciro Webley,Corporate,Ukraine,Mukacheve,,North,508,Furniture,ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,889.21,28,0.26,300.04,1,2019,0.13,8,Phones,,Medium
509,3/10/2019,1/6/2016,Express Shipping,509,Jermaine Fasham,Home Office,Brazil,TeutÃ´nia,,North,509,Office Supplies,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,274.08,23,0.09,170.22,6,2015,0.06,4,Chairs,95890-000,Medium
510,10/8/2017,11/18/2019,Standard Shipping,510,Dew Cater,Home Office,Philippines,Makilala,,West,510,Office Supplies,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,320.3,12,0.05,121.76,1,2020,0.48,10,Phones,9401,Low
511,7/7/2019,11/13/2016,Express Shipping,511,Marieann Mangham,Consumer,Peru,Velille,,West,511,Technology,velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,641.36,3,0.18,412.86,8,2016,0.37,7,Phones,,Low
512,12/10/2018,11/1/2015,Same Day Shipping,512,Glenn Jewkes,Consumer,Poland,TuroÅÅ KoÅcielna,,North,512,Technology,metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,304.11,67,0.2,164.86,4,2015,0.43,8,Chairs,18-106,Medium
513,8/23/2020,10/18/2018,Standard Shipping,513,Garfield Casina,Home Office,Israel,Rumat Heib,,North,513,Office Supplies,ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,569.7,50,0.46,416.91,2,2017,0.49,8,Chairs,,Low
514,4/20/2020,9/20/2017,Same Day Shipping,514,Tatum Stitfall,Consumer,China,Tonghong,,East,514,Office Supplies,lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas,583.58,13,0.42,164.99,4,2016,0.42,7,Binders,,Medium
515,5/11/2020,9/24/2020,Same Day Shipping,515,Leroi Brabham,Home Office,Italy,Messina,Sicilia,West,515,Furniture,leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,388.05,4,0.28,482.81,11,2017,0.44,9,Binders,98135,Medium
516,8/6/2017,12/10/2019,Standard Shipping,516,Bryn Calafate,Corporate,Central African Republic,RafaÃ¯,,East,516,Technology,neque libero convallis eget eleifend luctus ultricies eu nibh quisque,22.02,94,0.02,25.56,3,2020,0.21,8,Chairs,,Low
517,8/7/2015,6/5/2019,Express Shipping,517,Lionello Cambridge,Consumer,Latvia,Stalbe,,East,517,Furniture,purus eu magna vulputate luctus cum sociis natoque penatibus et,592.59,40,0.23,268.16,5,2018,0.36,3,Binders,,Low
518,10/19/2020,2/19/2019,Same Day Shipping,518,Lurlene Blackney,Consumer,Montenegro,Herceg-Novi,,West,518,Office Supplies,pede libero quis orci nullam molestie nibh in lectus pellentesque,459.38,23,0.25,58.65,1,2019,0.36,4,Binders,,High
519,6/26/2020,10/2/2015,Express Shipping,519,Beniamino Schindler,Consumer,Comoros,Sima,,East,519,Technology,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,278.43,27,0.5,113.26,9,2019,0.16,2,Chairs,,Low
520,3/16/2016,10/31/2018,Same Day Shipping,520,Magdalen Antonignetti,Home Office,Burundi,Cankuzo,,West,520,Furniture,consequat lectus in est risus auctor sed tristique in tempus,663.56,94,0.09,255.06,6,2017,0.36,1,Phones,,Low
521,7/28/2018,2/20/2020,Standard Shipping,521,Romona Gosalvez,Corporate,Venezuela,La Cruz de Taratara,,South,521,Technology,odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,304.74,18,0.05,117.61,10,2019,0.43,9,Phones,,High
522,5/24/2015,5/16/2017,Same Day Shipping,522,Aharon Ludovico,Consumer,Peru,Querocotillo,,South,522,Furniture,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis,846.09,36,0.14,34.65,4,2018,0.5,10,Phones,,Low
523,10/20/2015,5/1/2015,Standard Shipping,523,Laurena Symmers,Corporate,Indonesia,Balai,,East,523,Technology,est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,881.26,33,0.32,451.18,7,2020,0.35,10,Binders,,High
524,11/12/2015,3/12/2019,Express Shipping,524,Patten Tweed,Corporate,Central African Republic,Bria,,North,524,Furniture,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,888.69,78,0.29,408.86,3,2020,0.22,6,Phones,,Medium
525,3/29/2019,3/26/2015,Same Day Shipping,525,Derward Chivers,Consumer,Uganda,Bukedea,,South,525,Furniture,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,872.08,12,0.3,242.13,4,2015,0.17,1,Binders,,Medium
526,11/6/2017,1/2/2020,Express Shipping,526,Jill Crosbie,Corporate,Philippines,General Santos,,South,526,Office Supplies,ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,990.46,5,0.06,65.23,4,2016,0.43,10,Chairs,9500,Low
527,9/26/2020,10/16/2020,Express Shipping,527,Denney Grabb,Consumer,Falkland Islands,Stanley,,West,527,Technology,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique,898.58,84,0.43,268.02,7,2017,0.16,9,Binders,,Low
528,5/9/2017,7/10/2020,Express Shipping,528,Konrad Derill,Consumer,Vietnam,VaÌ£n GiaÌ,,East,528,Office Supplies,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac,282.6,97,0.22,482.3,8,2018,0.12,10,Binders,,High
529,11/13/2018,12/18/2018,Standard Shipping,529,Uriel Hesse,Corporate,China,Nianyushan,,South,529,Furniture,felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,62.95,93,0.33,371.62,5,2016,0.33,7,Binders,,Low
530,1/18/2016,7/8/2015,Standard Shipping,530,Nerta Elsegood,Consumer,China,Yanmen,,North,530,Office Supplies,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi,179.78,3,0.21,112.56,6,2015,0.1,3,Phones,,High
531,1/7/2016,7/5/2016,Standard Shipping,531,Ailey Winch,Home Office,Chile,Punta Arenas,,East,531,Office Supplies,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,167.52,16,0.17,341.24,5,2017,0.39,4,Phones,,High
532,11/6/2017,6/23/2020,Same Day Shipping,532,Corrie Robertz,Home Office,Iran,á¸¨ÄjjÄ«ÄbÄd,,North,532,Technology,hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat,869.68,51,0.25,390.46,5,2019,0.39,5,Binders,,High
533,12/2/2018,10/21/2017,Standard Shipping,533,Regan Brideoke,Consumer,Indonesia,Karanglincak,,East,533,Office Supplies,tristique est et tempus semper est quam pharetra magna ac consequat metus,511.54,4,0.13,337.89,6,2018,0.35,6,Chairs,,Low
534,10/20/2020,5/13/2020,Express Shipping,534,Hale Ayto,Corporate,Marshall Islands,Lae,,North,534,Technology,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,130.23,35,0.49,367.09,10,2015,0.23,8,Binders,96970,Medium
535,5/20/2019,6/17/2020,Standard Shipping,535,Dot Muat,Home Office,United Kingdom,Newport,England,East,535,Office Supplies,orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,329.59,66,0.01,182.87,9,2020,0.3,9,Binders,NR29,Medium
536,4/3/2015,1/30/2019,Same Day Shipping,536,Russell Kunzelmann,Consumer,Czech Republic,Zdice,,North,536,Office Supplies,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,650.64,44,0.14,166.65,10,2020,0.45,4,Phones,267 51,High
537,4/3/2018,5/18/2016,Express Shipping,537,Andie Ventum,Consumer,China,Xiaoshan,,South,537,Technology,ut dolor morbi vel lectus in quam fringilla rhoncus mauris,544.04,73,0.35,265.35,8,2020,0.38,6,Binders,,Low
538,12/3/2019,7/1/2020,Express Shipping,538,Annora Haet,Corporate,China,Jincheng,,South,538,Furniture,vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac,650.65,65,0.2,325.92,4,2016,0.34,8,Chairs,,High
539,1/27/2020,3/21/2016,Same Day Shipping,539,Eartha Spolton,Corporate,Indonesia,Cidamar,,South,539,Office Supplies,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in,84.93,70,0.26,173.36,8,2015,0.41,5,Chairs,,High
540,12/6/2015,2/11/2017,Standard Shipping,540,Issie Taffrey,Consumer,Russia,Burlatskoye,,North,540,Furniture,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus,946.9,51,0.28,324.02,2,2020,0.46,5,Chairs,356401,High
541,11/28/2018,7/2/2017,Standard Shipping,541,Nickey Ardy,Corporate,Philippines,Masantol,,West,541,Furniture,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla,964.76,14,0.37,120.06,6,2016,0.36,2,Chairs,2017,High
542,5/2/2017,6/10/2016,Same Day Shipping,542,Ashlen Coughlan,Consumer,Ukraine,Yurkivka,,North,542,Office Supplies,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,15.75,28,0.34,483.62,1,2018,0.24,2,Chairs,,Medium
543,6/14/2016,4/21/2017,Express Shipping,543,Alvan Morrison,Consumer,Russia,Kovrov,,North,543,Technology,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie,542.81,9,0.36,195.42,1,2019,0.2,3,Phones,601964,High
544,7/18/2016,5/19/2018,Standard Shipping,544,Gwen Macklam,Corporate,China,Lukou,,North,544,Office Supplies,aliquet maecenas leo odio condimentum id luctus nec molestie sed justo,119.36,76,0.42,311.71,1,2017,0.21,6,Chairs,,Low
545,5/16/2015,2/22/2018,Same Day Shipping,545,Glynis Holstein,Consumer,Chile,Putre,,West,545,Furniture,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis,564.14,96,0.35,175.01,11,2020,0.31,8,Chairs,,Medium
546,5/2/2020,2/6/2016,Express Shipping,546,Taddeo MacLise,Corporate,Peru,Longotea,,West,546,Office Supplies,sollicitudin mi sit amet lobortis sapien sapien non mi integer ac,359.1,54,0.01,213.93,9,2020,0.47,6,Chairs,,Low
547,2/21/2017,6/15/2019,Same Day Shipping,547,Roda Aireton,Corporate,Madagascar,Ambatolampy,,North,547,Office Supplies,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,142.0,28,0.43,27.44,12,2020,0.41,8,Binders,,Low
548,4/26/2017,6/12/2020,Same Day Shipping,548,Debor Howick,Consumer,Norway,Sandnes,Rogaland,East,548,Furniture,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,271.72,18,0.38,218.37,2,2017,0.43,4,Phones,4312,High
549,10/7/2019,1/26/2020,Express Shipping,549,Wallis Marzelo,Consumer,Indonesia,Bitobe,,West,549,Technology,mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,917.55,42,0.27,11.53,8,2015,0.21,2,Binders,,Low
550,7/17/2017,4/10/2017,Same Day Shipping,550,Patrizius Benne,Corporate,Albania,Allkaj,,North,550,Technology,pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat,788.49,49,0.37,206.88,2,2015,0.4,4,Phones,,High
551,6/21/2018,1/9/2016,Express Shipping,551,Hayyim Krienke,Consumer,Bosnia and Herzegovina,Äelinac,,North,551,Technology,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,629.48,52,0.38,95.07,2,2015,0.18,3,Phones,,Medium
552,4/11/2020,9/15/2015,Same Day Shipping,552,Neils Triplett,Corporate,Malaysia,Kota Kinabalu,Sabah,East,552,Furniture,non sodales sed tincidunt eu felis fusce posuere felis sed lacus,372.49,42,0.17,400.66,4,2015,0.19,1,Phones,88861,Low
553,6/12/2020,10/19/2017,Express Shipping,553,Zorana Liepmann,Corporate,Serbia,Samoljica,,North,553,Technology,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,631.57,38,0.01,264.53,3,2018,0.46,4,Binders,,Low
554,2/8/2020,10/26/2016,Standard Shipping,554,Sholom Ickov,Corporate,United States,Fort Worth,Texas,West,554,Furniture,tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,576.44,31,0.06,430.3,8,2015,0.11,6,Chairs,76115,High
555,4/20/2018,6/23/2017,Same Day Shipping,555,Leopold Prestland,Consumer,Indonesia,Luntas,,East,555,Furniture,suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,548.6,26,0.12,458.03,8,2019,0.38,1,Phones,,High
556,10/25/2017,4/23/2017,Standard Shipping,556,Karlee Whye,Home Office,Sweden,Ãngelholm,SkÃ¥ne,South,556,Technology,enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet,847.55,52,0.02,18.72,5,2017,0.22,8,Binders,262 34,High
557,6/12/2017,1/20/2017,Same Day Shipping,557,Cleon Annets,Home Office,Argentina,DeÃ¡n Funes,,North,557,Furniture,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,300.51,10,0.16,199.39,11,2017,0.19,6,Phones,4417,Medium
558,6/21/2015,8/18/2018,Express Shipping,558,Atalanta Bengtsson,Corporate,Nigeria,Lafiagi,,South,558,Office Supplies,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,478.07,86,0.18,64.05,12,2020,0.2,7,Phones,,Low
559,3/2/2016,9/9/2019,Express Shipping,559,Quent Rawlyns,Corporate,Poland,MiastkÃ³w KoÅcielny,,West,559,Technology,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,461.1,70,0.01,313.77,6,2017,0.11,10,Binders,08-420,High
560,7/31/2018,5/25/2019,Same Day Shipping,560,Kingsley Staddart,Corporate,United States,Chicago,Illinois,East,560,Technology,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut,778.23,44,0.3,329.57,8,2020,0.36,1,Phones,60614,Low
561,6/14/2016,9/2/2015,Same Day Shipping,561,Francis Verring,Home Office,China,Baga Borihe,,East,561,Technology,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,973.02,99,0.09,163.94,8,2016,0.19,10,Binders,,High
562,10/13/2016,9/10/2018,Express Shipping,562,Debbie McRobert,Home Office,Vietnam,NÄm CÄn,,North,562,Technology,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,588.72,44,0.24,37.68,6,2015,0.21,1,Phones,,High
563,11/28/2019,8/24/2015,Same Day Shipping,563,Reeva Fassam,Corporate,Bangladesh,PÄlang,,South,563,Furniture,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,520.79,94,0.09,189.07,3,2015,0.24,8,Chairs,8040,High
564,6/28/2015,3/12/2020,Same Day Shipping,564,Georas Gambell,Home Office,Mauritius,Goodlands,,East,564,Office Supplies,odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet,650.42,85,0.06,201.67,12,2017,0.23,1,Binders,,Medium
565,5/15/2020,12/7/2019,Express Shipping,565,Rozelle Frisby,Consumer,China,Sandaogou,,South,565,Technology,viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis,921.69,98,0.43,181.54,6,2018,0.44,4,Chairs,,Medium
566,11/30/2017,1/2/2020,Express Shipping,566,Guido Skoyles,Consumer,China,Weifen,,North,566,Furniture,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst,201.31,75,0.32,98.27,11,2020,0.35,7,Phones,,Medium
567,5/23/2016,9/17/2017,Standard Shipping,567,Dur Bauckham,Home Office,New Zealand,Methven,,South,567,Furniture,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam,979.96,19,0.21,129.62,8,2020,0.23,2,Phones,7745,Medium
568,12/20/2020,3/6/2018,Standard Shipping,568,Kassi Snipe,Consumer,Venezuela,Alto Barinas,,East,568,Technology,ut nulla sed accumsan felis ut at dolor quis odio consequat,739.35,43,0.37,485.81,3,2018,0.25,10,Binders,,Medium
569,4/21/2019,6/20/2019,Express Shipping,569,Lefty Hempshall,Consumer,Russia,Mamonovo,,East,569,Office Supplies,augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa,583.04,91,0.16,227.41,4,2016,0.4,10,Binders,238450,High
570,3/1/2019,4/22/2018,Express Shipping,570,Idelle Nears,Home Office,Indonesia,Sorinomo,,West,570,Technology,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,257.33,10,0.17,65.67,7,2018,0.47,8,Chairs,,Low
571,10/1/2017,6/26/2016,Same Day Shipping,571,Luciano Bare,Corporate,Indonesia,Jeruk,,South,571,Office Supplies,id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,700.57,67,0.47,454.05,6,2015,0.25,5,Binders,,High
572,5/1/2020,11/20/2020,Standard Shipping,572,Roderick Caplen,Home Office,Georgia,Bagdadi,,North,572,Furniture,in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,410.16,22,0.42,343.41,4,2017,0.25,9,Chairs,,Medium
573,1/13/2020,12/9/2015,Same Day Shipping,573,Kristopher McKune,Consumer,Russia,Kanash,,South,573,Technology,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,876.76,14,0.0,426.3,6,2019,0.07,9,Binders,429337,Medium
574,8/28/2018,8/20/2018,Standard Shipping,574,Adiana Nerheny,Home Office,China,Gezan,,East,574,Office Supplies,dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,553.73,28,0.41,285.66,10,2016,0.09,10,Binders,,Low
575,12/24/2015,8/12/2020,Standard Shipping,575,Brigitte Brandi,Corporate,Armenia,Alaverdi,,West,575,Office Supplies,volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis,113.09,96,0.41,385.65,12,2017,0.2,9,Phones,,High
576,11/18/2015,11/29/2016,Express Shipping,576,Ignacio Coldbath,Consumer,Argentina,Bonpland,,South,576,Technology,nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy,523.31,86,0.07,217.85,10,2020,0.1,5,Chairs,3234,Low
577,1/22/2017,6/3/2019,Standard Shipping,577,Evelin Pinyon,Corporate,Brazil,Auriflama,,North,577,Office Supplies,pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient,973.83,81,0.19,55.77,5,2018,0.42,5,Binders,15350-000,Medium
578,12/2/2018,7/6/2015,Express Shipping,578,Giffer Brigham,Home Office,Indonesia,Kuanheum,,West,578,Furniture,in lectus pellentesque at nulla suspendisse potenti cras in purus,462.0,42,0.48,18.31,4,2015,0.06,4,Chairs,,High
579,6/28/2018,8/12/2018,Standard Shipping,579,Arleen MacCourt,Corporate,Canada,Moncton,New Brunswick,East,579,Office Supplies,ligula nec sem duis aliquam convallis nunc proin at turpis,797.21,26,0.23,240.79,4,2015,0.39,3,Chairs,E1C,High
580,5/7/2016,10/30/2015,Standard Shipping,580,Trenton Kleewein,Corporate,Indonesia,Sukaraja,,East,580,Office Supplies,imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed,452.4,34,0.14,174.39,8,2020,0.11,9,Chairs,,High
581,10/9/2016,8/8/2016,Same Day Shipping,581,Elle Le Floch,Consumer,France,Rennes,Bretagne,North,581,Technology,nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,99.06,69,0.47,302.71,6,2015,0.41,4,Chairs,35903 CEDEX 9,Low
582,1/20/2016,7/20/2015,Express Shipping,582,Leland Tharme,Corporate,China,Yuelai,,South,582,Furniture,lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat,889.69,51,0.42,473.86,2,2018,0.44,1,Phones,,High
583,7/11/2017,7/25/2020,Standard Shipping,583,Lyndel Maccree,Home Office,Indonesia,Gawul,,North,583,Furniture,quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,572.92,4,0.17,114.03,12,2018,0.11,8,Binders,,Low
584,4/11/2015,4/22/2018,Express Shipping,584,Jae Berens,Corporate,China,Jiangchang,,South,584,Furniture,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,159.65,5,0.11,257.94,5,2018,0.25,10,Binders,,High
585,1/16/2017,2/10/2019,Express Shipping,585,Neale Gavini,Home Office,Indonesia,Tanjung Pandan,,North,585,Office Supplies,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget,256.87,6,0.48,396.92,3,2015,0.07,3,Chairs,,Medium
586,10/30/2018,8/26/2020,Same Day Shipping,586,Mattias Stoffer,Corporate,China,Jiâergele Teguoleng,,South,586,Technology,ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec,752.23,56,0.44,320.69,5,2020,0.09,7,Chairs,,Low
587,8/29/2019,10/5/2017,Standard Shipping,587,Emanuel Mulqueen,Consumer,Poland,Tarnowiec,,East,587,Technology,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,481.25,49,0.31,393.98,11,2019,0.35,2,Binders,38-204,Medium
588,4/28/2017,5/1/2016,Same Day Shipping,588,Demetra Mayhead,Consumer,Madagascar,Manjakandriana,,South,588,Furniture,amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus,516.51,94,0.21,463.06,3,2017,0.1,8,Binders,,Medium
589,5/24/2018,3/19/2015,Express Shipping,589,Minnaminnie Goodspeed,Consumer,Argentina,Goya,,South,589,Office Supplies,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,139.1,19,0.16,250.54,2,2016,0.05,4,Chairs,3450,Medium
590,12/31/2017,10/30/2016,Express Shipping,590,Willdon Whyborne,Corporate,Canada,Petawawa,Ontario,East,590,Technology,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,962.25,68,0.28,323.44,7,2015,0.31,5,Phones,K8H,Low
591,6/1/2016,2/12/2018,Express Shipping,591,Myrilla Sweetnam,Consumer,China,Hema,,West,591,Office Supplies,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius,719.89,79,0.27,217.71,3,2020,0.1,5,Phones,,Medium
592,2/25/2016,12/31/2015,Express Shipping,592,Constancy Pescud,Corporate,Thailand,Phra Phutthabat,,West,592,Office Supplies,nulla nunc purus phasellus in felis donec semper sapien a libero nam dui,716.01,18,0.39,32.45,7,2019,0.23,9,Chairs,18120,High
593,10/3/2016,10/13/2016,Same Day Shipping,593,Zulema Lux,Corporate,Indonesia,Pordapor Barat,,East,593,Technology,risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,771.0,3,0.41,445.17,8,2015,0.4,5,Binders,,Low
594,5/27/2015,8/31/2018,Express Shipping,594,Alex Lassey,Corporate,Indonesia,Jampang Tengah,,East,594,Technology,libero nullam sit amet turpis elementum ligula vehicula consequat morbi,293.82,73,0.03,248.7,4,2016,0.08,5,Binders,,High
595,9/27/2016,1/18/2020,Same Day Shipping,595,Don Elgram,Consumer,Madagascar,Anjozorobe,,North,595,Office Supplies,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante,295.89,75,0.36,242.99,2,2019,0.16,1,Chairs,,Medium
596,5/4/2017,8/21/2018,Standard Shipping,596,Daisi Fludgate,Corporate,Indonesia,Soko,,East,596,Furniture,commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id,218.74,25,0.22,331.74,8,2019,0.41,3,Binders,,Medium
597,10/2/2019,4/26/2017,Same Day Shipping,597,Merl Bratten,Home Office,Philippines,Paagahan,,South,597,Furniture,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,196.06,96,0.12,60.21,4,2019,0.19,2,Chairs,4021,High
598,7/25/2019,7/16/2019,Same Day Shipping,598,Chan Kingswood,Home Office,China,Qingzhou,,North,598,Technology,sit amet eleifend pede libero quis orci nullam molestie nibh,253.5,78,0.48,286.57,10,2017,0.13,8,Binders,,Low
599,9/29/2019,11/30/2019,Same Day Shipping,599,Stearne Josefsson,Home Office,Morocco,Fkih Ben Salah,,North,599,Furniture,tempus semper est quam pharetra magna ac consequat metus sapien ut,609.57,76,0.49,433.79,2,2015,0.11,9,Chairs,,Low
600,5/1/2018,10/12/2015,Standard Shipping,600,Shara Nare,Consumer,Norway,Ãlesund,More og Romdal,North,600,Office Supplies,turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla,199.8,91,0.11,491.61,7,2015,0.06,3,Binders,6005,Medium
